0,1
3.844400018035826e-15,6.1460320800512404e-12
4.1300440029025415e-15,7.204132010289922e-12
3.4098718772342556e-15,7.419612143607974e-12
1.1058974533896457e-15,4.7130805164935996e-12
7.562697358141417e-16,4.0660338785911844e-12
2.319145774359658e-15,5.711382249304548e-12
4.115895209176755e-15,7.529836621564173e-12
4.7322283464854396e-15,8.344588324515466e-12
4.2384106818815445e-15,7.579426853737502e-12
4.354476260430528e-15,7.3335209874994e-12
8.562082684260896e-15,9.5522867036082e-12
6.273619588800926e-15,7.723544449972032e-12
3.4616090611682182e-15,5.56838160590074e-12
3.2331267048333842e-15,5.342571636926092e-12
8.486366244519906e-16,3.77045825403961e-12
1.6263737450844509e-16,2.6706346427369634e-12
2.3904205484183093e-16,2.8245674474931073e-12
8.294486780461241e-16,4.2531702975391025e-12
9.588024045483847e-16,4.7510157161215704e-12
