0,1
4.7588279213233283e-14,1.4908748825828513e-11
5.2908004431725194e-14,1.9200384458618585e-11
6.1267416412108e-14,2.6388943472792934e-11
5.152952395067149e-14,2.1674562130235915e-11
5.488580049412504e-14,1.9024420980194416e-11
6.190973792750278e-14,2.1606035162066498e-11
5.252250865938522e-14,2.4869571023585974e-11
4.142205786933844e-14,2.1087925025426426e-11
5.3548278780184796e-14,2.366037960807861e-11
7.43015189490903e-14,3.3371169742535395e-11
7.121119700911953e-14,3.114888895815809e-11
6.440648608773522e-14,2.6724428090024938e-11
5.272220652192214e-14,2.381008782806872e-11
4.579494289784375e-14,2.328282065218243e-11
4.670114901627865e-14,2.2595094653913894e-11
4.968461129872737e-14,2.2288811620886663e-11
4.8953659011912134e-14,2.164023823670175e-11
4.295773929359556e-14,1.9278048173243558e-11
5.525586628702068e-14,2.5276982999323145e-11
