0,1
1.5153069552007956e-14,2.998557064468241e-12
1.727074369570653e-14,3.222818783346769e-12
1.1869543178675593e-14,1.6992485913602934e-12
9.286037486786298e-15,1.2906796312202438e-12
9.592700582205475e-15,1.6030325022869546e-12
6.350937613149743e-15,1.1323981313552483e-12
6.083827270963888e-15,1.2510271435241467e-12
7.486621088030586e-15,1.5213781673775328e-12
3.663011531315659e-15,6.10475722719424e-13
1.5391657614517041e-15,3.80783382438367e-13
4.480211366384531e-15,1.088995646275013e-12
8.81746287648797e-15,1.788186090897395e-12
6.1839298102545294e-15,9.83683755745742e-13
2.3012431443218132e-15,3.398397720282661e-13
2.0533923545880157e-16,1.9251625771737986e-14
7.06426452386681e-16,3.651451280998034e-13
1.1059084103181732e-15,6.393934317267327e-13
1.7201670308141628e-16,4.444224220948235e-13
2.4800180232990257e-16,7.668329531194732e-13
