0,1
2.0315286077341023e-15,1.5381214224523709e-12
4.13142232782827e-15,1.724984363409332e-12
7.601153342525951e-15,2.3760190836701946e-12
8.88005817023428e-15,2.672026904596445e-12
1.0130744520613093e-14,3.0047672131149053e-12
1.0615491295344653e-14,3.248003138789344e-12
1.1191987954111623e-14,3.5156190533997056e-12
1.0080201338332392e-14,3.3476385901531185e-12
1.0101483866127124e-14,3.462133111949783e-12
1.3604003434442314e-14,4.428793416530348e-12
1.3469446209870536e-14,4.445598622549102e-12
1.1412716002497304e-14,3.7335559672328344e-12
1.7428585342955947e-14,4.15414960301831e-12
1.6135877619853586e-14,3.911752970930864e-12
7.163349038794219e-15,2.9158866753579653e-12
6.9525734896103345e-15,2.9611865082258542e-12
1.0139546687727847e-14,3.787118646193823e-12
1.1404345332021064e-14,4.170000131502925e-12
9.344066913740164e-15,3.5264024571005666e-12
