-1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-0.9772727272727273,-1.0,-1.0,-0.9675456389452332,-0.8843537414965986,-0.9752066115702479,-0.9999999999999999,-1.0,-1.0,-0.981981981981982,-0.8639455782312926,-1.0,-0.9900990099009901,-0.9939024390243902,-0.9930313588850174,-0.9539539539539539,-0.9812500000000001,-0.9653379549393414
-1.0,-0.9772727272727273,-1.0,-1.0,-0.9513184584178498,-0.9659863945578231,-1.0,-0.9546925566343041,-1.0,-1.0,-0.987987987987988,-1.0,-1.0,-0.9207920792079208,-0.9878048780487805,-0.9930313588850174,-0.98998998998999,-0.953125,-0.8890814558058925
-0.9710144927536233,-0.8636363636363636,-1.0,-0.9941176470588236,-0.9310344827586206,-0.9727891156462585,-0.9917355371900827,-0.9935275080906149,-0.8775510204081634,-1.0,-0.981981981981982,-1.0,-0.9571428571428571,-1.0,-0.975609756097561,-0.9616724738675958,-0.991991991991992,-0.921875,-0.8232235701906412
-1.0,-0.9545454545454546,-0.9895287958115183,-0.9823529411764705,-0.9837728194726165,-0.9795918367346939,-0.9917355371900827,-0.9546925566343041,-1.0,-0.9576719576719578,-0.9939939939939941,-0.9863945578231292,-0.9857142857142857,-0.9900990099009901,-0.9878048780487805,-0.9790940766550522,-0.991991991991992,-1.0,-1.0
-0.9855072463768116,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.9857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9930675909878682
-0.9420289855072465,-1.0,-0.9790575916230366,-0.8823529411764706,-0.8661257606490871,-1.0,-0.8677685950413223,-0.8058252427184465,-1.0,-0.9470899470899472,-0.9639639639639641,-0.8095238095238095,-0.9857142857142857,-1.0,-0.9817073170731707,-0.9512195121951219,-0.975975975975976,-0.9968750000000001,-0.9722703639514731
-0.2753623188405797,-0.9090909090909091,-0.8010471204188481,-0.7470588235294118,-0.9229208924949289,-0.8775510204081632,-0.6446280991735537,-0.6181229773462782,-0.9183673469387755,-0.6931216931216932,-0.8438438438438439,-0.3877551020408163,-1.0,-0.9504950495049505,-0.9451219512195121,-0.9930313588850174,-0.985985985985986,-0.9281250000000001,-0.975736568457539
-0.855072463768116,-0.9318181818181818,-0.8638743455497382,-0.9176470588235294,-0.971602434077079,-0.8571428571428572,-0.768595041322314,-0.663430420711974,-0.9183673469387755,-0.8412698412698414,-0.915915915915916,-0.891156462585034,-1.0,-0.8811881188118812,-0.8719512195121951,-0.9198606271777003,-1.0,-0.9187500000000001,-0.8960138648180243
-1.0,-1.0,-1.0,-0.9647058823529412,-0.9513184584178498,-1.0,-1.0,-0.948220064724919,-1.0,-1.0,-1.0,-1.0,-0.9714285714285714,-0.9900990099009901,-1.0,-1.0,-0.995995995995996,-1.0,-1.0
